"date","value","type","groupid","group","underlyer"
"2010-07-09",79.47,"past",245,"POS","IBB_US"
"2010-07-12",78.29,"past",245,"POS","IBB_US"
"2010-07-13",80.16,"past",245,"POS","IBB_US"
"2010-07-14",79.99,"past",245,"POS","IBB_US"
"2010-07-15",80.23,"past",245,"POS","IBB_US"
"2010-07-16",77.52,"past",245,"POS","IBB_US"
"2010-07-19",78.11,"past",245,"POS","IBB_US"
"2010-07-20",78.25,"past",245,"POS","IBB_US"
"2010-07-21",77.59,"past",245,"POS","IBB_US"
"2010-07-22",79.01,"past",245,"POS","IBB_US"
"2010-07-23",79.74,"past",245,"POS","IBB_US"
"2010-07-26",82.05,"past",245,"POS","IBB_US"
"2010-07-27",81.59,"past",245,"POS","IBB_US"
"2010-07-28",79.93,"past",245,"POS","IBB_US"
"2010-07-29",79.68,"past",245,"POS","IBB_US"
"2010-07-30",81.03,"past",245,"POS","IBB_US"
"2010-08-02",82.54,"past",245,"POS","IBB_US"
"2010-08-03",82.69,"past",245,"POS","IBB_US"
"2010-08-04",83.85,"past",245,"POS","IBB_US"
"2010-08-05",83.58,"past",245,"POS","IBB_US"
"2010-08-06",84.02,"past",245,"POS","IBB_US"
"2010-08-09",84.65,"past",245,"POS","IBB_US"
"2010-08-10",84.25,"past",245,"POS","IBB_US"
"2010-08-11",81.408,"past",245,"POS","IBB_US"
"2010-08-12",82.29,"past",245,"POS","IBB_US"
"2010-08-13",81.59,"past",245,"POS","IBB_US"
"2010-08-16",81.71,"past",245,"POS","IBB_US"
"2010-08-17",82.4,"past",245,"POS","IBB_US"
"2010-08-18",82.39,"past",245,"POS","IBB_US"
"2010-08-19",80.69,"past",245,"POS","IBB_US"
"2010-08-20",80.5,"past",245,"POS","IBB_US"
"2010-08-23",80.12,"past",245,"POS","IBB_US"
"2010-08-24",78.69,"past",245,"POS","IBB_US"
"2010-08-25",79.79,"past",245,"POS","IBB_US"
"2010-08-26",78.74,"past",245,"POS","IBB_US"
"2010-08-27",80,"past",245,"POS","IBB_US"
"2010-08-30",79,"past",245,"POS","IBB_US"
"2010-08-31",78.58,"past",245,"POS","IBB_US"
"2010-09-01",80.87,"past",245,"POS","IBB_US"
"2010-09-02",81.84,"past",245,"POS","IBB_US"
"2010-09-03",82.6,"past",245,"POS","IBB_US"
"2010-09-06",82.6,"past",245,"POS","IBB_US"
"2010-09-07",81.77,"past",245,"POS","IBB_US"
"2010-09-08",83.16,"past",245,"POS","IBB_US"
"2010-09-09",83.79,"past",245,"POS","IBB_US"
"2010-09-10",84.62,"past",245,"POS","IBB_US"
"2010-09-13",84.92,"past",245,"POS","IBB_US"
"2010-09-14",84.9,"past",245,"POS","IBB_US"
"2010-09-15",85.6,"past",245,"POS","IBB_US"
"2010-09-16",85.31,"past",245,"POS","IBB_US"
"2010-09-17",85.51,"past",245,"POS","IBB_US"
"2010-09-20",86.81,"past",245,"POS","IBB_US"
"2010-09-21",86.85,"past",245,"POS","IBB_US"
"2010-09-22",86.52,"past",245,"POS","IBB_US"
"2010-09-23",86.16,"past",245,"POS","IBB_US"
"2010-09-24",87.02,"past",245,"POS","IBB_US"
"2010-09-27",86.32,"past",245,"POS","IBB_US"
"2010-09-28",86.84,"past",245,"POS","IBB_US"
"2010-09-29",86.14,"past",245,"POS","IBB_US"
"2010-09-30",86.24,"past",245,"POS","IBB_US"
"2010-10-01",86.27,"past",245,"POS","IBB_US"
"2010-10-04",85.73,"past",245,"POS","IBB_US"
"2010-10-05",87.41,"past",245,"POS","IBB_US"
"2010-10-06",86.78,"past",245,"POS","IBB_US"
"2010-10-07",86.92,"past",245,"POS","IBB_US"
"2010-10-08",87.55,"past",245,"POS","IBB_US"
"2010-10-11",87.54,"past",245,"POS","IBB_US"
"2010-10-12",88.06,"past",245,"POS","IBB_US"
"2010-10-13",88.38,"future",245,"POS","IBB_US"
"2010-10-14",88.12,"future",245,"POS","IBB_US"
"2010-10-15",89.12,"future",245,"POS","IBB_US"
"2010-10-18",89.54,"future",245,"POS","IBB_US"
"2010-10-19",88.14,"future",245,"POS","IBB_US"
"2010-10-20",88.19,"future",245,"POS","IBB_US"
"2010-10-21",88.09,"future",245,"POS","IBB_US"
"2010-10-22",88.25,"future",245,"POS","IBB_US"
"2010-10-25",88.74,"future",245,"POS","IBB_US"
"2010-10-26",88.54,"future",245,"POS","IBB_US"
"2010-10-27",88.93,"future",245,"POS","IBB_US"
"2010-10-28",89.44,"future",245,"POS","IBB_US"
"2010-10-29",89.3,"future",245,"POS","IBB_US"
"2010-11-01",88.84,"future",245,"POS","IBB_US"
"2010-11-02",89.23,"future",245,"POS","IBB_US"
"2010-11-03",89.32,"future",245,"POS","IBB_US"
"2010-11-04",89.13,"future",245,"POS","IBB_US"
"2010-11-05",88.61,"future",245,"POS","IBB_US"
"2010-11-08",88.26,"future",245,"POS","IBB_US"
"2010-11-09",87.48,"future",245,"POS","IBB_US"
"2010-11-10",87.93,"future",245,"POS","IBB_US"
"2010-11-11",88.23,"future",245,"POS","IBB_US"
"2010-11-12",87.15,"future",245,"POS","IBB_US"
"2010-11-15",87.68,"future",245,"POS","IBB_US"
"2010-11-16",86.81,"future",245,"POS","IBB_US"
"2010-11-17",86.97,"future",245,"POS","IBB_US"
"2010-11-18",88.32,"future",245,"POS","IBB_US"
"2010-11-19",88.42,"future",245,"POS","IBB_US"
"2010-11-22",88.95,"future",245,"POS","IBB_US"
"2010-11-23",88.01,"future",245,"POS","IBB_US"
"2010-11-24",89.36,"future",245,"POS","IBB_US"
"2010-11-25",89.36,"future",245,"POS","IBB_US"
"2010-11-26",89.02,"future",245,"POS","IBB_US"
"2010-11-29",88.29,"future",245,"POS","IBB_US"
"2010-11-30",87.4,"future",245,"POS","IBB_US"
"2010-12-01",88.42,"future",245,"POS","IBB_US"
"2010-12-02",88.93,"future",245,"POS","IBB_US"
"2010-12-03",89.38,"future",245,"POS","IBB_US"
"2010-12-06",88.94,"future",245,"POS","IBB_US"
"2010-12-07",89.13,"future",245,"POS","IBB_US"
"2010-12-08",89.38,"future",245,"POS","IBB_US"
"2010-12-09",89.96,"future",245,"POS","IBB_US"
"2010-12-10",90.97,"future",245,"POS","IBB_US"
"2010-12-13",90.58,"future",245,"POS","IBB_US"
"2010-12-14",91.57,"future",245,"POS","IBB_US"
"2010-12-15",91.94,"future",245,"POS","IBB_US"
"2010-12-16",93.04,"future",245,"POS","IBB_US"
"2010-12-17",94.19,"future",245,"POS","IBB_US"
"2010-12-20",94.22,"future",245,"POS","IBB_US"
"2010-12-21",94.58,"future",245,"POS","IBB_US"
"2010-12-22",94.62,"future",245,"POS","IBB_US"
"2010-12-23",94.67,"future",245,"POS","IBB_US"
"2010-12-24",94.67,"future",245,"POS","IBB_US"
"2010-12-27",94.72,"future",245,"POS","IBB_US"
"2010-12-28",94.37,"future",245,"POS","IBB_US"
"2010-12-29",94.28,"future",245,"POS","IBB_US"
"2010-12-30",93.98,"future",245,"POS","IBB_US"
"2010-12-31",93.42,"future",245,"POS","IBB_US"
"2011-01-03",94.29,"future",245,"POS","IBB_US"
"2011-01-04",93.9,"future",245,"POS","IBB_US"
"2011-01-05",94.65,"future",245,"POS","IBB_US"
"2011-01-06",95.09,"future",245,"POS","IBB_US"
"2011-01-07",95.05,"future",245,"POS","IBB_US"
"2011-01-10",94.94,"future",245,"POS","IBB_US"
"2011-01-11",95.46,"future",245,"POS","IBB_US"
"2011-01-12",95.98,"future",245,"POS","IBB_US"
"2011-01-13",96.07,"future",245,"POS","IBB_US"
"2011-01-14",96.21,"future",245,"POS","IBB_US"
"2011-01-17",96.21,"future",245,"POS","IBB_US"
"2011-01-18",97.27,"future",245,"POS","IBB_US"
"2011-01-19",94.91,"future",245,"POS","IBB_US"
"2011-01-20",94.89,"future",245,"POS","IBB_US"
"2011-01-21",94.02,"future",245,"POS","IBB_US"
"2011-01-24",94.82,"future",245,"POS","IBB_US"
"2011-01-25",94.94,"future",245,"POS","IBB_US"
"2011-01-26",96.17,"future",245,"POS","IBB_US"
"2011-01-27",95.76,"future",245,"POS","IBB_US"
"2011-01-28",93.04,"future",245,"POS","IBB_US"
"2011-01-31",93.72,"future",245,"POS","IBB_US"
"2011-02-01",94.42,"future",245,"POS","IBB_US"
"2011-02-02",94.56,"future",245,"POS","IBB_US"
"2011-02-03",93.93,"future",245,"POS","IBB_US"
"2011-02-04",94.15,"future",245,"POS","IBB_US"
"2011-02-07",94.05,"future",245,"POS","IBB_US"
"2011-02-08",94.02,"future",245,"POS","IBB_US"
"2011-02-09",93.39,"future",245,"POS","IBB_US"
"2011-02-10",93.92,"future",245,"POS","IBB_US"
"2011-02-11",94.13,"future",245,"POS","IBB_US"
"2011-02-14",94.73,"future",245,"POS","IBB_US"
"2011-02-15",94.98,"future",245,"POS","IBB_US"
"2011-02-16",95.3,"future",245,"POS","IBB_US"
"2011-02-17",95.55,"future",245,"POS","IBB_US"
"2011-02-18",95.32,"future",245,"POS","IBB_US"
"2011-02-21",95.32,"future",245,"POS","IBB_US"
"2011-02-22",93.58,"future",245,"POS","IBB_US"
"2011-02-23",92.8,"future",245,"POS","IBB_US"
"2011-02-24",92.67,"future",245,"POS","IBB_US"
"2011-02-25",94.52,"future",245,"POS","IBB_US"
"2011-02-28",94.68,"future",245,"POS","IBB_US"
"2011-03-01",94.02,"future",245,"POS","IBB_US"
"2011-03-02",94.67,"future",245,"POS","IBB_US"
"2011-03-03",96.04,"future",245,"POS","IBB_US"
"2011-03-04",96.04,"future",245,"POS","IBB_US"
"2011-03-07",95.49,"future",245,"POS","IBB_US"
"2011-03-08",96.63,"future",245,"POS","IBB_US"
"2011-03-09",96.65,"future",245,"POS","IBB_US"
"2011-03-10",95.06,"future",245,"POS","IBB_US"
"2011-03-11",95.7,"future",245,"POS","IBB_US"
"2011-03-14",95.21,"future",245,"POS","IBB_US"
"2011-03-15",94.39,"future",245,"POS","IBB_US"
"2011-03-16",93.22,"future",245,"POS","IBB_US"
"2011-03-17",93.53,"future",245,"POS","IBB_US"
"2011-03-18",94.13,"future",245,"POS","IBB_US"
"2011-03-21",94.89,"future",245,"POS","IBB_US"
"2011-03-22",94.65,"future",245,"POS","IBB_US"
"2011-03-23",94.92,"future",245,"POS","IBB_US"
"2011-03-24",96.35,"future",245,"POS","IBB_US"
"2011-03-25",96.56,"future",245,"POS","IBB_US"
"2011-03-28",96.34,"future",245,"POS","IBB_US"
"2011-03-29",97.82,"future",245,"POS","IBB_US"
"2011-03-30",99.54,"future",245,"POS","IBB_US"
"2011-03-31",100.16,"future",245,"POS","IBB_US"
"2011-04-01",100.89,"future",245,"POS","IBB_US"
"2011-04-04",101.14,"future",245,"POS","IBB_US"
"2011-04-05",102.43,"future",245,"POS","IBB_US"
"2011-04-06",102.44,"future",245,"POS","IBB_US"
"2011-04-07",102.18,"future",245,"POS","IBB_US"
"2011-04-08",102.2,"future",245,"POS","IBB_US"
"2011-04-11",102.26,"future",245,"POS","IBB_US"
"2011-04-12",101.96,"future",245,"POS","IBB_US"
"2011-04-13",102.89,"future",245,"POS","IBB_US"
"2011-04-14",103.71,"future",245,"POS","IBB_US"
"2011-04-15",104.95,"future",245,"POS","IBB_US"
"2011-04-18",103.68,"future",245,"POS","IBB_US"
"2011-04-19",103.23,"future",245,"POS","IBB_US"
"2011-04-20",105.09,"future",245,"POS","IBB_US"
"2011-04-21",105.07,"future",245,"POS","IBB_US"
"2011-04-22",105.07,"future",245,"POS","IBB_US"
"2011-04-25",104.61,"future",245,"POS","IBB_US"
"2011-04-26",106.19,"future",245,"POS","IBB_US"
"2011-04-27",108.71,"future",245,"POS","IBB_US"
"2011-04-28",108.95,"future",245,"POS","IBB_US"
"2011-04-29",107.45,"future",245,"POS","IBB_US"
"2011-05-02",108.12,"future",245,"POS","IBB_US"
"2011-05-03",107.21,"future",245,"POS","IBB_US"
"2011-05-04",106.43,"future",245,"POS","IBB_US"
"2011-05-05",105.01,"future",245,"POS","IBB_US"
"2011-05-06",106.45,"future",245,"POS","IBB_US"
"2011-05-09",108.15,"future",245,"POS","IBB_US"
"2011-05-10",108.72,"future",245,"POS","IBB_US"
"2011-05-11",108.05,"future",245,"POS","IBB_US"
"2011-05-12",109.5,"future",245,"POS","IBB_US"
"2011-05-13",108.95,"future",245,"POS","IBB_US"
"2011-05-16",107.32,"future",245,"POS","IBB_US"
"2011-05-17",107.55,"future",245,"POS","IBB_US"
"2011-05-18",108.48,"future",245,"POS","IBB_US"
"2011-05-19",107.93,"future",245,"POS","IBB_US"
"2011-05-20",108.25,"future",245,"POS","IBB_US"
"2011-05-23",106.61,"future",245,"POS","IBB_US"
"2011-05-24",106.19,"future",245,"POS","IBB_US"
"2011-05-25",106.93,"future",245,"POS","IBB_US"
"2011-05-26",107.74,"future",245,"POS","IBB_US"
"2011-05-27",108.05,"future",245,"POS","IBB_US"
"2011-05-30",108.05,"future",245,"POS","IBB_US"
"2011-05-31",109.36,"future",245,"POS","IBB_US"
"2011-06-01",107.17,"future",245,"POS","IBB_US"
"2011-06-02",107.87,"future",245,"POS","IBB_US"
"2011-06-03",106.7,"future",245,"POS","IBB_US"
"2011-06-06",104.79,"future",245,"POS","IBB_US"
"2011-06-07",106.04,"future",245,"POS","IBB_US"
"2011-06-08",105.59,"future",245,"POS","IBB_US"
"2011-06-09",105.31,"future",245,"POS","IBB_US"
"2011-06-10",103.31,"future",245,"POS","IBB_US"
"2011-06-13",103.02,"future",245,"POS","IBB_US"
"2011-06-14",103.93,"future",245,"POS","IBB_US"
"2011-06-15",102.76,"future",245,"POS","IBB_US"
"2011-06-16",102.31,"future",245,"POS","IBB_US"
"2011-06-17",101.62,"future",245,"POS","IBB_US"
"2011-06-20",102.53,"future",245,"POS","IBB_US"
"2011-06-21",103.87,"future",245,"POS","IBB_US"
"2011-06-22",103.53,"future",245,"POS","IBB_US"
"2011-06-23",104.1,"future",245,"POS","IBB_US"
"2011-06-24",103.33,"future",245,"POS","IBB_US"
"2011-06-27",104.25,"future",245,"POS","IBB_US"
"2011-06-28",106.07,"future",245,"POS","IBB_US"
"2011-06-29",106.44,"future",245,"POS","IBB_US"
"2011-06-30",106.66,"future",245,"POS","IBB_US"
"2011-07-01",107.71,"future",245,"POS","IBB_US"
"2011-07-04",107.71,"future",245,"POS","IBB_US"
"2011-07-05",108.15,"future",245,"POS","IBB_US"
"2011-07-06",108.69,"future",245,"POS","IBB_US"
"2011-07-07",109.45,"future",245,"POS","IBB_US"
"2011-07-08",109.6,"future",245,"POS","IBB_US"
"2011-07-11",107.54,"future",245,"POS","IBB_US"
"2011-07-12",107.46,"future",245,"POS","IBB_US"
"2011-07-13",108.29,"future",245,"POS","IBB_US"
"2011-07-14",107.59,"future",245,"POS","IBB_US"
"2011-07-15",107.38,"future",245,"POS","IBB_US"
"2011-07-18",106.16,"future",245,"POS","IBB_US"
"2011-07-19",108.02,"future",245,"POS","IBB_US"
"2011-07-20",107.03,"future",245,"POS","IBB_US"
"2011-07-21",108.62,"future",245,"POS","IBB_US"
"2011-07-22",109.14,"future",245,"POS","IBB_US"
"2011-07-25",107.35,"future",245,"POS","IBB_US"
"2011-07-26",106.21,"future",245,"POS","IBB_US"
"2011-07-27",103.24,"future",245,"POS","IBB_US"
"2011-07-28",103.42,"future",245,"POS","IBB_US"
"2011-07-29",103.9,"future",245,"POS","IBB_US"
"2011-08-01",102.38,"future",245,"POS","IBB_US"
"2011-08-02",99.22,"future",245,"POS","IBB_US"
"2011-08-03",99.13,"future",245,"POS","IBB_US"
"2011-08-04",91.32,"future",245,"POS","IBB_US"
"2011-08-05",90.35,"future",245,"POS","IBB_US"
"2011-08-08",84.77,"future",245,"POS","IBB_US"
"2011-08-09",89.82,"future",245,"POS","IBB_US"
"2011-08-10",85.46,"future",245,"POS","IBB_US"
"2011-08-11",88.82,"future",245,"POS","IBB_US"
"2011-08-12",90.75,"future",245,"POS","IBB_US"
"2011-08-15",93.64,"future",245,"POS","IBB_US"
"2011-08-16",93.24,"future",245,"POS","IBB_US"
"2011-08-17",92.74,"future",245,"POS","IBB_US"
"2011-08-18",88.38,"future",245,"POS","IBB_US"
"2011-08-19",88.5,"future",245,"POS","IBB_US"
"2011-08-22",88.11,"future",245,"POS","IBB_US"
"2011-08-23",91.59,"future",245,"POS","IBB_US"
"2011-08-24",92.21,"future",245,"POS","IBB_US"
"2011-08-25",90.09,"future",245,"POS","IBB_US"
"2011-08-26",92.11,"future",245,"POS","IBB_US"
"2011-08-29",95.18,"future",245,"POS","IBB_US"
"2011-08-30",96.15,"future",245,"POS","IBB_US"
"2011-08-31",96.21,"future",245,"POS","IBB_US"
"2011-09-01",94.75,"future",245,"POS","IBB_US"
"2011-09-02",92.85,"future",245,"POS","IBB_US"
"2011-09-05",92.85,"future",245,"POS","IBB_US"
"2011-09-06",94.19,"future",245,"POS","IBB_US"
"2011-09-07",96.95,"future",245,"POS","IBB_US"
"2011-09-08",96.79,"future",245,"POS","IBB_US"
"2011-09-09",93.91,"future",245,"POS","IBB_US"
"2011-09-12",94.63,"future",245,"POS","IBB_US"
"2011-09-13",95.86,"future",245,"POS","IBB_US"
"2011-09-14",96.81,"future",245,"POS","IBB_US"
"2011-09-15",97.85,"future",245,"POS","IBB_US"
"2011-09-16",97.93,"future",245,"POS","IBB_US"
"2011-09-19",97.64,"future",245,"POS","IBB_US"
"2011-09-20",98.46,"future",245,"POS","IBB_US"
"2011-09-21",96.73,"future",245,"POS","IBB_US"
"2011-09-22",94.12,"future",245,"POS","IBB_US"
"2011-09-23",94.79,"future",245,"POS","IBB_US"
"2011-09-26",95.25,"future",245,"POS","IBB_US"
"2011-09-27",96.67,"future",245,"POS","IBB_US"
"2011-09-28",94.04,"future",245,"POS","IBB_US"
"2011-09-29",94.11,"future",245,"POS","IBB_US"
"2011-09-30",93.35,"future",245,"POS","IBB_US"
"2011-10-03",89.12,"future",245,"POS","IBB_US"
"2008-11-17",95.59,"past",464,"FLAT","TLT_US"
"2008-11-18",96.82,"past",464,"FLAT","TLT_US"
"2008-11-19",99.3,"past",464,"FLAT","TLT_US"
"2008-11-20",104.43,"past",464,"FLAT","TLT_US"
"2008-11-21",102.92,"past",464,"FLAT","TLT_US"
"2008-11-24",101.31,"past",464,"FLAT","TLT_US"
"2008-11-25",104.29,"past",464,"FLAT","TLT_US"
"2008-11-26",104.43,"past",464,"FLAT","TLT_US"
"2008-11-27",104.43,"past",464,"FLAT","TLT_US"
"2008-11-28",105.72,"past",464,"FLAT","TLT_US"
"2008-12-01",109.4,"past",464,"FLAT","TLT_US"
"2008-12-02",109.82,"past",464,"FLAT","TLT_US"
"2008-12-03",110.13,"past",464,"FLAT","TLT_US"
"2008-12-04",112.3,"past",464,"FLAT","TLT_US"
"2008-12-05",110.48,"past",464,"FLAT","TLT_US"
"2008-12-08",110.24,"past",464,"FLAT","TLT_US"
"2008-12-09",112.42,"past",464,"FLAT","TLT_US"
"2008-12-10",112.15,"past",464,"FLAT","TLT_US"
"2008-12-11",112.37,"past",464,"FLAT","TLT_US"
"2008-12-12",112.37,"past",464,"FLAT","TLT_US"
"2008-12-15",113.65,"past",464,"FLAT","TLT_US"
"2008-12-16",116.46,"past",464,"FLAT","TLT_US"
"2008-12-17",119.62,"past",464,"FLAT","TLT_US"
"2008-12-18",122.13,"past",464,"FLAT","TLT_US"
"2008-12-19",122.26,"past",464,"FLAT","TLT_US"
"2008-12-22",121.32,"past",464,"FLAT","TLT_US"
"2008-12-23",121.16,"past",464,"FLAT","TLT_US"
"2008-12-24",120.9,"past",464,"FLAT","TLT_US"
"2008-12-25",120.9,"past",464,"FLAT","TLT_US"
"2008-12-26",121.3,"past",464,"FLAT","TLT_US"
"2008-12-29",120.75,"past",464,"FLAT","TLT_US"
"2008-12-30",121.9,"past",464,"FLAT","TLT_US"
"2008-12-31",119.35,"past",464,"FLAT","TLT_US"
"2009-01-01",119.35,"past",464,"FLAT","TLT_US"
"2009-01-02",116.35,"past",464,"FLAT","TLT_US"
"2009-01-05",113.35,"past",464,"FLAT","TLT_US"
"2009-01-06",112.21,"past",464,"FLAT","TLT_US"
"2009-01-07",112.65,"past",464,"FLAT","TLT_US"
"2009-01-08",112.56,"past",464,"FLAT","TLT_US"
"2009-01-09",112.73,"past",464,"FLAT","TLT_US"
"2009-01-12",113.9,"past",464,"FLAT","TLT_US"
"2009-01-13",114.02,"past",464,"FLAT","TLT_US"
"2009-01-14",115.9,"past",464,"FLAT","TLT_US"
"2009-01-15",116.09,"past",464,"FLAT","TLT_US"
"2009-01-16",114.3,"past",464,"FLAT","TLT_US"
"2009-01-19",114.3,"past",464,"FLAT","TLT_US"
"2009-01-20",114.28,"past",464,"FLAT","TLT_US"
"2009-01-21",110.67,"past",464,"FLAT","TLT_US"
"2009-01-22",108.54,"past",464,"FLAT","TLT_US"
"2009-01-23",107.69,"past",464,"FLAT","TLT_US"
"2009-01-26",106.75,"past",464,"FLAT","TLT_US"
"2009-01-27",109.26,"past",464,"FLAT","TLT_US"
"2009-01-28",106.53,"past",464,"FLAT","TLT_US"
"2009-01-29",104.08,"past",464,"FLAT","TLT_US"
"2009-01-30",103.75,"past",464,"FLAT","TLT_US"
"2009-02-02",105.39,"past",464,"FLAT","TLT_US"
"2009-02-03",102.88,"past",464,"FLAT","TLT_US"
"2009-02-04",102.52,"past",464,"FLAT","TLT_US"
"2009-02-05",102.61,"past",464,"FLAT","TLT_US"
"2009-02-06",102.29,"past",464,"FLAT","TLT_US"
"2009-02-09",102.62,"past",464,"FLAT","TLT_US"
"2009-02-10",104.85,"past",464,"FLAT","TLT_US"
"2009-02-11",106.21,"past",464,"FLAT","TLT_US"
"2009-02-12",105.21,"past",464,"FLAT","TLT_US"
"2009-02-13",102.41,"past",464,"FLAT","TLT_US"
"2009-02-16",102.41,"past",464,"FLAT","TLT_US"
"2009-02-17",105.6,"past",464,"FLAT","TLT_US"
"2009-02-18",104.7,"past",464,"FLAT","TLT_US"
"2009-02-19",102.92,"past",464,"FLAT","TLT_US"
"2009-02-20",103.92,"past",464,"FLAT","TLT_US"
"2009-02-23",104.88,"past",464,"FLAT","TLT_US"
"2009-02-24",104.77,"past",464,"FLAT","TLT_US"
"2009-02-25",103.56,"past",464,"FLAT","TLT_US"
"2009-02-26",102.47,"past",464,"FLAT","TLT_US"
"2009-02-27",101.88,"past",464,"FLAT","TLT_US"
"2009-03-02",103.28,"past",464,"FLAT","TLT_US"
"2009-03-03",102.59,"past",464,"FLAT","TLT_US"
"2009-03-04",102.12,"past",464,"FLAT","TLT_US"
"2009-03-05",104.96,"past",464,"FLAT","TLT_US"
"2009-03-06",104.26,"past",464,"FLAT","TLT_US"
"2009-03-09",103.65,"past",464,"FLAT","TLT_US"
"2009-03-10",101.66,"past",464,"FLAT","TLT_US"
"2009-03-11",102.76,"past",464,"FLAT","TLT_US"
"2009-03-12",103.25,"past",464,"FLAT","TLT_US"
"2009-03-13",102.73,"past",464,"FLAT","TLT_US"
"2009-03-16",101.11,"past",464,"FLAT","TLT_US"
"2009-03-17",100.56,"past",464,"FLAT","TLT_US"
"2009-03-18",104.37,"past",464,"FLAT","TLT_US"
"2009-03-19",104.5,"past",464,"FLAT","TLT_US"
"2009-03-20",103.92,"past",464,"FLAT","TLT_US"
"2009-03-23",103.02,"past",464,"FLAT","TLT_US"
"2009-03-24",104,"past",464,"FLAT","TLT_US"
"2009-03-25",102.6,"past",464,"FLAT","TLT_US"
"2009-03-26",103.79,"past",464,"FLAT","TLT_US"
"2009-03-27",104.56,"past",464,"FLAT","TLT_US"
"2009-03-30",104.96,"past",464,"FLAT","TLT_US"
"2009-03-31",105.71,"past",464,"FLAT","TLT_US"
"2009-04-01",106.37,"past",464,"FLAT","TLT_US"
"2009-04-02",105.07,"past",464,"FLAT","TLT_US"
"2009-04-03",102.92,"past",464,"FLAT","TLT_US"
"2009-04-06",102.48,"past",464,"FLAT","TLT_US"
"2009-04-07",102.74,"past",464,"FLAT","TLT_US"
"2009-04-08",103.65,"past",464,"FLAT","TLT_US"
"2009-04-09",102.35,"past",464,"FLAT","TLT_US"
"2009-04-10",102.35,"past",464,"FLAT","TLT_US"
"2009-04-13",103.29,"past",464,"FLAT","TLT_US"
"2009-04-14",103.83,"past",464,"FLAT","TLT_US"
"2009-04-15",103.65,"past",464,"FLAT","TLT_US"
"2009-04-16",102.83,"past",464,"FLAT","TLT_US"
"2009-04-17",101.7,"past",464,"FLAT","TLT_US"
"2009-04-20",103.24,"past",464,"FLAT","TLT_US"
"2009-04-21",102.22,"past",464,"FLAT","TLT_US"
"2009-04-22",101.6,"past",464,"FLAT","TLT_US"
"2009-04-23",101.59,"past",464,"FLAT","TLT_US"
"2009-04-24",100.57,"past",464,"FLAT","TLT_US"
"2009-04-27",101,"past",464,"FLAT","TLT_US"
"2009-04-28",99.35,"past",464,"FLAT","TLT_US"
"2009-04-29",98.47,"past",464,"FLAT","TLT_US"
"2009-04-30",98.08,"past",464,"FLAT","TLT_US"
"2009-05-01",97.11,"past",464,"FLAT","TLT_US"
"2009-05-04",97.43,"past",464,"FLAT","TLT_US"
"2009-05-05",97.31,"past",464,"FLAT","TLT_US"
"2009-05-06",97.08,"past",464,"FLAT","TLT_US"
"2009-05-07",94.71,"past",464,"FLAT","TLT_US"
"2009-05-08",94.94,"past",464,"FLAT","TLT_US"
"2009-05-11",96.29,"past",464,"FLAT","TLT_US"
"2009-05-12",96.64,"past",464,"FLAT","TLT_US"
"2009-05-13",97.69,"past",464,"FLAT","TLT_US"
"2009-05-14",98.07,"past",464,"FLAT","TLT_US"
"2009-05-15",98.04,"past",464,"FLAT","TLT_US"
"2009-05-18",96.52,"past",464,"FLAT","TLT_US"
"2009-05-19",96.01,"past",464,"FLAT","TLT_US"
"2009-05-20",97.02,"past",464,"FLAT","TLT_US"
"2009-05-21",94.58,"past",464,"FLAT","TLT_US"
"2009-05-22",93.53,"past",464,"FLAT","TLT_US"
"2009-05-25",93.53,"past",464,"FLAT","TLT_US"
"2009-05-26",92.12,"past",464,"FLAT","TLT_US"
"2009-05-27",90.492,"past",464,"FLAT","TLT_US"
"2009-05-28",91.8,"past",464,"FLAT","TLT_US"
"2009-05-29",94.17,"past",464,"FLAT","TLT_US"
"2009-06-01",91.09,"past",464,"FLAT","TLT_US"
"2009-06-02",91.58,"past",464,"FLAT","TLT_US"
"2009-06-03",92.44,"past",464,"FLAT","TLT_US"
"2009-06-04",90.53,"past",464,"FLAT","TLT_US"
"2009-06-05",89.84,"past",464,"FLAT","TLT_US"
"2009-06-08",89.61,"past",464,"FLAT","TLT_US"
"2009-06-09",89.6,"past",464,"FLAT","TLT_US"
"2009-06-10",88.19,"past",464,"FLAT","TLT_US"
"2009-06-11",89.17,"past",464,"FLAT","TLT_US"
"2009-06-12",89.97,"past",464,"FLAT","TLT_US"
"2009-06-15",90.78,"past",464,"FLAT","TLT_US"
"2009-06-16",92.36,"past",464,"FLAT","TLT_US"
"2009-06-17",91.84,"past",464,"FLAT","TLT_US"
"2009-06-18",90.45,"past",464,"FLAT","TLT_US"
"2009-06-19",91.69,"past",464,"FLAT","TLT_US"
"2009-06-22",92.58,"past",464,"FLAT","TLT_US"
"2009-06-23",93.67,"past",464,"FLAT","TLT_US"
"2009-06-24",92.73,"past",464,"FLAT","TLT_US"
"2009-06-25",94.43,"past",464,"FLAT","TLT_US"
"2009-06-26",94.59,"past",464,"FLAT","TLT_US"
"2009-06-29",94.73,"past",464,"FLAT","TLT_US"
"2009-06-30",94.57,"past",464,"FLAT","TLT_US"
"2009-07-01",94.08,"past",464,"FLAT","TLT_US"
"2009-07-02",94.3,"past",464,"FLAT","TLT_US"
"2009-07-03",94.3,"past",464,"FLAT","TLT_US"
